tweet,tweet_cf
@bertanyarl Prefer sekolah online apa offline?,@bertanyarl prefer sekolah online apa offline?
menurut kalian kalo sekolah setengah online setengah offline gini enaknya bikin acara apa? 🤍,menurut kalian kalo sekolah setengah online setengah offline gini enaknya bikin acara apa? 🤍
TERUS BESOK GUE SEKOLAH OFFLINE,terus besok gue sekolah offline
"duhh bisa gasi gausah offline gitu, mager banget gue besok sekolah ish..","duhh bisa gasi gausah offline gitu, mager banget gue besok sekolah ish.."
@atmajayaindraa Iya aku sekolah offline,@atmajayaindraa iya aku sekolah offline
"@Reikamiravh_ sekolah offline 😓😞😵😶🤕
bestie online 😍😝😋😎💗😻","@reikamiravh_ sekolah offline 😓😞😵😶🤕
bestie online 😍😝😋😎💗😻"
@convomfs Lebih suka sekolah offline/online? Kenapa?,@convomfs lebih suka sekolah offline/online? kenapa?
Bisa ga sih sekolah offline tapi kalo ulangan online😭,bisa ga sih sekolah offline tapi kalo ulangan online😭
"Itu yang berharap sekolah offline, semangat belajar atau malak duit orang tua","itu yang berharap sekolah offline, semangat belajar atau malak duit orang tua"
"@futsabl cape bgt buset sekolah/kuliah offline, dari ketemu terbit ampe terbenam tu matahari","@futsabl cape bgt buset sekolah/kuliah offline, dari ketemu terbit ampe terbenam tu matahari"
"besok aku dah offline, kayaknya sekolah ku telat ga sih baru offline besok hahaa","besok aku dah offline, kayaknya sekolah ku telat ga sih baru offline besok hahaa"
"@worstfu WKWKWKWKWKWK gua seminggu dua kali only sekolah jadi yah tiap minggu harinya ganti, gkpp bersyukur bisa offline 👍🏼","@worstfu wkwkwkwkwkwk gua seminggu dua kali only sekolah jadi yah tiap minggu harinya ganti, gkpp bersyukur bisa offline 👍🏼"
konteks : sekolah offline https://t.co/eLtEDKZZg1,konteks : sekolah offline https://t.co/eltedkzzg1
"kapan aku sekolah offline, di php terus","kapan aku sekolah offline, di php terus"
@tteonumochi baguss deh! aku jg baik 😁 iyaanie sekolah ku udh offline dri lama soalnya udh banyak tugas berceceran aosksjsjshsh,@tteonumochi baguss deh! aku jg baik 😁 iyaanie sekolah ku udh offline dri lama soalnya udh banyak tugas berceceran aosksjsjshsh
BESOKK KALIAN SEKOLAH OFFLINE APA ONLINE BESTIEE???,besokk kalian sekolah offline apa online bestiee???
"@sugga Engga, besok jadwal sekolah offline 😭","@sugga engga, besok jadwal sekolah offline 😭"
Besok kalian sekolah online or offline???,besok kalian sekolah online or offline???
"@xrjniee sekolah aku dah offline, tapi akunya udh nyaman sekolah online☹️😭","@xrjniee sekolah aku dah offline, tapi akunya udh nyaman sekolah online☹️😭"
"@convomfs bulan ini masih nder, nov/des udh ngak daring lagi, karna sekolah ku itu baru, jdi blum byk murid nya, jdi nya offline trs","@convomfs bulan ini masih nder, nov/des udh ngak daring lagi, karna sekolah ku itu baru, jdi blum byk murid nya, jdi nya offline trs"
@jiiejiiema Sekolah offline jink😤,@jiiejiiema sekolah offline jink😤
"@desperadroo No offense … tnya aja, apakah ini efek anak2 sekolah offline yg ga taat prokes? Srba slh sbg ortu lbh enak anak ke sekolah, tp disekolah anaknya pd buka masker colek2an ingus","@desperadroo no offense … tnya aja, apakah ini efek anak2 sekolah offline yg ga taat prokes? srba slh sbg ortu lbh enak anak ke sekolah, tp disekolah anaknya pd buka masker colek2an ingus"
"keseringan sekolah online, besok dah mulai sekolah offline tiap hari 😭😃👍 gk tiap hari juga sih","keseringan sekolah online, besok dah mulai sekolah offline tiap hari 😭😃👍 gk tiap hari juga sih"
"run run besok senin 🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️
btw pada sekolah offline gaa? 🙀🙀","run run besok senin 🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️
btw pada sekolah offline gaa? 🙀🙀"
Besok senin sekolah offline huaaa,besok senin sekolah offline huaaa
"Staff aku biasanya bebudak cuti sem atau lepas spm.

so member sekolah diorang kerap la dtg. so bila aku serve dengan ramahnya, muncullah beberapa soalan belakang aku.

""manager kau gay ke?""

kau mintak topup ngan aku, aku cakap offline","staff aku biasanya bebudak cuti sem atau lepas spm.

so member sekolah diorang kerap la dtg. so bila aku serve dengan ramahnya, muncullah beberapa soalan belakang aku.

""manager kau gay ke?""

kau mintak topup ngan aku, aku cakap offline"
Aku capek sekolah offline..,aku capek sekolah offline..
"bingung, kalo sekolah offline enak si bisa paham materinya karena dijelasin langsung, tapi kalo online belajarnya bisa sambil duduk, rebahan, mau gaya apapun ya gapapa soalnya ga oncam👍 https://t.co/ujvn6B2Zoj","bingung, kalo sekolah offline enak si bisa paham materinya karena dijelasin langsung, tapi kalo online belajarnya bisa sambil duduk, rebahan, mau gaya apapun ya gapapa soalnya ga oncam👍 https://t.co/ujvn6b2zoj"
"@BTS_twt Hai kak Yoon, aku kembali:) Aku lagi badmood banget gara2 tugas sekolah yang susah nya minta ampun, jadi males ke skolah nya juga, kalo tugas belum di kerjain tuh suka kepikiran terus, ada masalah lain juga yang bikin aku males sekolah offline, ya karena aku baru masuk SMK sama","@bts_twt hai kak yoon, aku kembali:) aku lagi badmood banget gara2 tugas sekolah yang susah nya minta ampun, jadi males ke skolah nya juga, kalo tugas belum di kerjain tuh suka kepikiran terus, ada masalah lain juga yang bikin aku males sekolah offline, ya karena aku baru masuk smk sama"
@convomf Lebih suka sekolah online atau offline??,@convomf lebih suka sekolah online atau offline??
aeh yang offline live stream tu time sekolah la weh😓😓😓😓,aeh yang offline live stream tu time sekolah la weh😓😓😓😓
besok sekolah offline plis akdgsksgsjs,besok sekolah offline plis akdgsksgsjs
"besok harusnya aku sekolah offline, tapi malah diliburin😭","besok harusnya aku sekolah offline, tapi malah diliburin😭"
besok sekolah offline :),besok sekolah offline :)
ya allah besok sekolah offline,ya allah besok sekolah offline
besok ak sekolah offline,besok ak sekolah offline
@liflousm IHH SAMAKK mana kalo sekolah offline gupek trus takut ada yg kelupaan,@liflousm ihh samakk mana kalo sekolah offline gupek trus takut ada yg kelupaan
WOI BESOK SEKOLAH OFFLINE ANJIRT GMN INI,woi besok sekolah offline anjirt gmn ini
males sekolah offline tp pgn ktmu temen,males sekolah offline tp pgn ktmu temen
"kapan weyy sekolah offline gaada shift""an???😩 gw pengen ngehapus semua materi,e-book, ama foto"" pelajaran yg di hp","kapan weyy sekolah offline gaada shift""an???😩 gw pengen ngehapus semua materi,e-book, ama foto"" pelajaran yg di hp"
"@armyfess_ coronces nder. jadinya online, kan muridnya banyak jadi gak bisa ngatur semua kayak sekolah offline. gini deh hasilnya","@armyfess_ coronces nder. jadinya online, kan muridnya banyak jadi gak bisa ngatur semua kayak sekolah offline. gini deh hasilnya"
AAAA BESOK GILIRAN GW SEKOLAH OFFLINE,aaaa besok giliran gw sekolah offline
Mau keliatan keren gitu sekolah nya hybrid online offline tapi malah bikin pembelajaran g efektif,mau keliatan keren gitu sekolah nya hybrid online offline tapi malah bikin pembelajaran g efektif
"bes kan aku udh masuk sekolah offline, tpi rambut aku di warnain gtu, tpi kok ga di marahin ya? kaget pas baru masuk knp guru aku ga marahin suruh ganti warna item😀","bes kan aku udh masuk sekolah offline, tpi rambut aku di warnain gtu, tpi kok ga di marahin ya? kaget pas baru masuk knp guru aku ga marahin suruh ganti warna item😀"
Wkwkkw… bsk gue sekolah offline…,wkwkkw… bsk gue sekolah offline…
@bertanyarl alhamdulilah semenjak sekolah offline kuota sedia selalu🥰,@bertanyarl alhamdulilah semenjak sekolah offline kuota sedia selalu🥰
gueee besok sekolah offline 😭😭 males,gueee besok sekolah offline 😭😭 males
besok sekolah offline ga?,besok sekolah offline ga?
@BTS_twt JIMIN AK TAKUT BGT SEKOLAH OFFLINE BSK....,@bts_twt jimin ak takut bgt sekolah offline bsk....
"@yuksambes Nggaaa :((
Besok ke sekolah wawancara nyaaa, jadi offline
Terimakasih banyak yaaaa &lt;3 !!!!!!!!","@yuksambes nggaaa :((
besok ke sekolah wawancara nyaaa, jadi offline
terimakasih banyak yaaaa &lt;3 !!!!!!!!"
Lahh anak sekolah udh pada offline ya,lahh anak sekolah udh pada offline ya
@y0uurssp IYA ANJIR MANA GUE SEKOLAH OFFLINE,@y0uurssp iya anjir mana gue sekolah offline
besok kalian sekolah offline / online?,besok kalian sekolah offline / online?
BESOK SEKOLAH OFFLINE ANJJJ,besok sekolah offline anjjj
@axxrra Bisa ga sih sekolah offline ulangan online 😔,@axxrra bisa ga sih sekolah offline ulangan online 😔
Senin bsok ada yang sekolah offline?,senin bsok ada yang sekolah offline?
"yang bener aja... paginya sekolah offline, sorenya masih dilanjut daring :)","yang bener aja... paginya sekolah offline, sorenya masih dilanjut daring :)"
@liunaayy sekolah?offline aku udah sekolah offline,@liunaayy sekolah?offline aku udah sekolah offline
@jajkesim IBU NGARA MANA IJININ KALO OFFLINE. Smg sekolah gw offline sem 2 aja lah,@jajkesim ibu ngara mana ijinin kalo offline. smg sekolah gw offline sem 2 aja lah
"Besok udah Senin aja, mana gue sekolah offline lagi. https://t.co/rP68DccauW","besok udah senin aja, mana gue sekolah offline lagi. https://t.co/rp68dccauw"
AAAAAAARGH MANA PAS HARI KEEMPAT PTD ON STAGE AKU SEKOLAH OFFLINE,aaaaaaargh mana pas hari keempat ptd on stage aku sekolah offline
gws inten offline sekolah offline😭😭😭,gws inten offline sekolah offline😭😭😭
bts untung bsok w gk offline klo offline w kayanya di sekolah linglung,bts untung bsok w gk offline klo offline w kayanya di sekolah linglung
ponakan gw mau masuk sekolah offline omg😱,ponakan gw mau masuk sekolah offline omg😱
Waaaa besok saya sekolah offline 🤭,waaaa besok saya sekolah offline 🤭
@convomfs Gatau gua dari awal SMA smpe sekarang blom ngerasain sekolah offline,@convomfs gatau gua dari awal sma smpe sekarang blom ngerasain sekolah offline
seneng ada streaming buat offline konser tapi kenapa yang hari terakhir 😭 aku sekolah hei yaampun mo nangis 😭,seneng ada streaming buat offline konser tapi kenapa yang hari terakhir 😭 aku sekolah hei yaampun mo nangis 😭
"sekolah offline bermula . gimana ya , tugas gue masih numpukkkkkkkkkkkkkkk","sekolah offline bermula . gimana ya , tugas gue masih numpukkkkkkkkkkkkkkk"
"Ko gua seneng bgt ya bsk sekolah offline wkwkw, karna untuk pertama kalinya sekelas masuk tp kelas misah 😢","ko gua seneng bgt ya bsk sekolah offline wkwkw, karna untuk pertama kalinya sekelas masuk tp kelas misah 😢"
besok sekolah offline... sial,besok sekolah offline... sial
ya Allah...aku sekolah offline pas pelajaran mtk..,ya allah...aku sekolah offline pas pelajaran mtk..
"@oxzward semangattt chryss, enak kokk sekolah offline","@oxzward semangattt chryss, enak kokk sekolah offline"
"@schfess aku sebenernya suka belajar, suka nyatat, suka interaksi sm guru pas sekolah offline. terus aku juga gapunya keahlian khusus nder, semua skill yg aku punya dangkal semua &amp; general bgt, jd menurt aku, aku perlu kuliah spya bisa nemuin spesialisasi aku dibidang apa cocoknya","@schfess aku sebenernya suka belajar, suka nyatat, suka interaksi sm guru pas sekolah offline. terus aku juga gapunya keahlian khusus nder, semua skill yg aku punya dangkal semua &amp; general bgt, jd menurt aku, aku perlu kuliah spya bisa nemuin spesialisasi aku dibidang apa cocoknya"
kalian besok sekolah offline atau daring nie?,kalian besok sekolah offline atau daring nie?
"Besok sekolah roster nya kimia pku pjok anjayyy gua blm buat karya apapun buat pku besok 
Gua blm siap sekolah offline gua udh terlanjur nyaman sekolah online","besok sekolah roster nya kimia pku pjok anjayyy gua blm buat karya apapun buat pku besok 
gua blm siap sekolah offline gua udh terlanjur nyaman sekolah online"
"Pertama kali bertugas offline sekolah minggu lagi, jadi perlu diabadikan.💐","pertama kali bertugas offline sekolah minggu lagi, jadi perlu diabadikan.💐"
full sekolah offline 😐😐😐😐😐 btw malem,full sekolah offline 😐😐😐😐😐 btw malem
"besok senin hwaaa
mana besok sekolah offline, jadi petugas upacara lagi 😩✋🏻
kalian sekolah offline apa online besok ??","besok senin hwaaa
mana besok sekolah offline, jadi petugas upacara lagi 😩✋🏻
kalian sekolah offline apa online besok ??"
"@Zizizeeeee @sbmptnfess Hai kak izin bertanya, kalo ikut lomba online gini memang sertifikat nya bisa dipakai ya kak untuk membantu snm? saya kira harus lomba offline dan diatas lomba antar sekolah. .","@zizizeeeee @sbmptnfess hai kak izin bertanya, kalo ikut lomba online gini memang sertifikat nya bisa dipakai ya kak untuk membantu snm? saya kira harus lomba offline dan diatas lomba antar sekolah. ."
besok sekolah offline......,besok sekolah offline......
siapa yg besok sekolah offline???!!!,siapa yg besok sekolah offline???!!!
besok sekolah offline lah 😭😭😭😭😭,besok sekolah offline lah 😭😭😭😭😭
"@mychocohazelnut @diandraistifa_ Zaman itu hp itu mahal jaringan lelet juga, bisa buka google cuma di warnet. gue kan sekolah offline dari jam 7 sampai jam 2 nih masa gue tiap pulang sekolah cuma ke warnet? Kalo lu bilang alasan gue lucu why? Yang di tonton ada tv, baca koran, majalah, buku bukan buka google","@mychocohazelnut @diandraistifa_ zaman itu hp itu mahal jaringan lelet juga, bisa buka google cuma di warnet. gue kan sekolah offline dari jam 7 sampai jam 2 nih masa gue tiap pulang sekolah cuma ke warnet? kalo lu bilang alasan gue lucu why? yang di tonton ada tv, baca koran, majalah, buku bukan buka google"
Besok sekolah offline 😗,besok sekolah offline 😗
"besok aku mulai sekolah offline, hufttt
kembali ke dunia yang kejam lagi.","besok aku mulai sekolah offline, hufttt
kembali ke dunia yang kejam lagi."
Tas ransel buat yg mau sekolah offline https://t.co/VTmjn9rFT1,tas ransel buat yg mau sekolah offline https://t.co/vtmjn9rft1
@bertanyarl Dulu pas sekolah offline kadang suka kasian sama mereka grgr suka minta hotspot :))),@bertanyarl dulu pas sekolah offline kadang suka kasian sama mereka grgr suka minta hotspot :)))
besok sekolah online/offline ?,besok sekolah online/offline ?
"kalian sekolah offline berapa kali seminggu?
aku sekarang udah 4 kali seminggu😭 agak tidak ikhlas hatiku😭","kalian sekolah offline berapa kali seminggu?
aku sekarang udah 4 kali seminggu😭 agak tidak ikhlas hatiku😭"
besok sekolah offline https://t.co/3gAxqUbVXD,besok sekolah offline https://t.co/3gaxqubvxd
mau sekolah offline cok,mau sekolah offline cok
Kayaknya sekolah gw mau offline gagal mulu anying. Astagfirullah,kayaknya sekolah gw mau offline gagal mulu anying. astagfirullah
besok sekolah offline :),besok sekolah offline :)
"@raitellie saya mlh bosan pas udah offline ini
mana skrg udah 3 hari an sekolah dlm 1 minggu
jd makin bosan + krg ada waktu nge twt","@raitellie saya mlh bosan pas udah offline ini
mana skrg udah 3 hari an sekolah dlm 1 minggu
jd makin bosan + krg ada waktu nge twt"
BSK SEKOLAH OFFLINE😭,bsk sekolah offline😭
eh aduh besok sekolah offline 💔,eh aduh besok sekolah offline 💔
"@theonly_ice engga sih, soalnya juga aku udah mulai sekolah offline &amp; kalau nugas siang siang jadi kelarnya kalau ga sore ya malem. makanya akhir akhir ini tidurnya cepet, bisa jam 7/8 udah ketiduran","@theonly_ice engga sih, soalnya juga aku udah mulai sekolah offline &amp; kalau nugas siang siang jadi kelarnya kalau ga sore ya malem. makanya akhir akhir ini tidurnya cepet, bisa jam 7/8 udah ketiduran"
"@convomfs masuk bk, hs, mabok, bolos mapel semasa sekolah offline dulu","@convomfs masuk bk, hs, mabok, bolos mapel semasa sekolah offline dulu"
"besok sekolah offline. dari lubuk hatiku yg paling dalam aku males bgt heyyeheje soalnyaaaa AKU BEDA SESI SM TEMEN DEKETKU. takut aja jadi anak pendiem trs dighibahin ""alea kayanya anak yg cupu bgt ya""","besok sekolah offline. dari lubuk hatiku yg paling dalam aku males bgt heyyeheje soalnyaaaa aku beda sesi sm temen deketku. takut aja jadi anak pendiem trs dighibahin ""alea kayanya anak yg cupu bgt ya"""
sekolah offline ada istirahat nya gaksi?,sekolah offline ada istirahat nya gaksi?
Buat lu semua yang punya pasangan maba / sekolah mulai offline gw cuma ingetin jagaa karna para maba itu udh jadi jatah kating..borgol kalo bisaa ilanggg udh ikhlass lu ditinggal wkwkw waktunya OVERTHINKING GUYSSS,buat lu semua yang punya pasangan maba / sekolah mulai offline gw cuma ingetin jagaa karna para maba itu udh jadi jatah kating..borgol kalo bisaa ilanggg udh ikhlass lu ditinggal wkwkw waktunya overthinking guysss
"Ni sekolah mau online atau offline sama aja anj, sama"" bnyk tugas","ni sekolah mau online atau offline sama aja anj, sama"" bnyk tugas"
@tiyariri_17 Tiati buat maba yang udh masuk kuliah / sekolah offline kating nya jadi saingan lu siap2 tahan ditikungan wkwk,@tiyariri_17 tiati buat maba yang udh masuk kuliah / sekolah offline kating nya jadi saingan lu siap2 tahan ditikungan wkwk
@spreadourwingss sibuk banget parah. sekolah offline sekarang setiap hari 😵,@spreadourwingss sibuk banget parah. sekolah offline sekarang setiap hari 😵
bsk first day gue sekolah offline 😩,bsk first day gue sekolah offline 😩
GUE TAKUT SEKOLAH OFFLINE HELP 😭,gue takut sekolah offline help 😭
@convomfs 9/10 karena tadi sekolah offline,@convomfs 9/10 karena tadi sekolah offline
"@alwaysshimj @enhypen_fess Sekolah lain udah offline, kita doang keknya yg masih daring :)","@alwaysshimj @enhypen_fess sekolah lain udah offline, kita doang keknya yg masih daring :)"
"SchApp! wtp guys sender senin besok sekolah offline 100%😜🥰

✄・・・
🧐 Trivia: Karena hambatan jenis kawat mengalami perubahan saat suhunya berubah, maka hambatan listriknya pun akan mengalami perubahan saat suhunya berubah.","schapp! wtp guys sender senin besok sekolah offline 100%😜🥰

✄・・・
🧐 trivia: karena hambatan jenis kawat mengalami perubahan saat suhunya berubah, maka hambatan listriknya pun akan mengalami perubahan saat suhunya berubah."
@hyunsuklvoebot Iya btw senin udh pad sekolah offline kampus gw juga udh si Dari kemarin tapi kaya bete aja udh senin,@hyunsuklvoebot iya btw senin udh pad sekolah offline kampus gw juga udh si dari kemarin tapi kaya bete aja udh senin
Apa yg hrs ak lakukan ketika mingdep sekolah offline?ya tentu saja minta jadwal oprasi ahwhwhwhwh,apa yg hrs ak lakukan ketika mingdep sekolah offline?ya tentu saja minta jadwal oprasi ahwhwhwhwh
besok senin besok senin sekolah offline AAAAAK TIDAK,besok senin besok senin sekolah offline aaaaak tidak
@mamabeomkyu wkwk ga kak dyn aja aku juga jompo akibat sekolah offline :'( mogu lucu bgt kaya nama kucing tetangga ku!!!,@mamabeomkyu wkwk ga kak dyn aja aku juga jompo akibat sekolah offline :'( mogu lucu bgt kaya nama kucing tetangga ku!!!
"@pakdirga yahh, gue udah sekolah offline sih","@pakdirga yahh, gue udah sekolah offline sih"
"☁️ aku besok dah mulai sekolah offline nih,kalian masih online atau udah offline?","☁️ aku besok dah mulai sekolah offline nih,kalian masih online atau udah offline?"
omg baru inget klo besok sekolah bagian offline :'),omg baru inget klo besok sekolah bagian offline :')
@convomf Gue sekolah offline njir,@convomf gue sekolah offline njir
Besok sekolah offline lagi #LouisActuality,besok sekolah offline lagi #louisactuality
"Knp baru sekolah offline temen² gw pada bikin sg sm pcrnya🙂
Lah gw sm siapa??
//PelukHassun","knp baru sekolah offline temen² gw pada bikin sg sm pcrnya🙂
lah gw sm siapa??
//pelukhassun"
"Mari liat concert,  lupakan soal sekolah offline besok","mari liat concert,  lupakan soal sekolah offline besok"
GUE GADA SEPATU SEKOLA GIMANA BESOK SEKOLAH OFFLINE,gue gada sepatu sekola gimana besok sekolah offline
sekolah offline cape juga yaa :),sekolah offline cape juga yaa :)
kalian udah sekolah offline?,kalian udah sekolah offline?
#INTROVERTs kalian prefer sekolah/kuliah online atau offline? sebutkan alasannya,#introverts kalian prefer sekolah/kuliah online atau offline? sebutkan alasannya
@bertanyarl Hp gue aja dari 2018 baru ganti di akhir tahun 2020 krna udah retak parah dan memori nya pada saat itu kecil gabisa nampung banyak apalagi pas bgt sekolah offline tugas video banyak dan mau uprak jadinya dibeliin baru😂,@bertanyarl hp gue aja dari 2018 baru ganti di akhir tahun 2020 krna udah retak parah dan memori nya pada saat itu kecil gabisa nampung banyak apalagi pas bgt sekolah offline tugas video banyak dan mau uprak jadinya dibeliin baru😂
BESOK AK SEKOLAH OFFLINE,besok ak sekolah offline
"ya Allah hamba gamau sekolah offline, bisakah engkau meng onlinekan lagi sekolah hamba? hamba mohon ya Allah, hamba cape hamba takut...","ya allah hamba gamau sekolah offline, bisakah engkau meng onlinekan lagi sekolah hamba? hamba mohon ya allah, hamba cape hamba takut..."
Pose terakhir kayak abg baru sekolah offline trus ketemu temen-temennya https://t.co/81woCdeSAS,pose terakhir kayak abg baru sekolah offline trus ketemu temen-temennya https://t.co/81wocdesas
"@txtmyeuphoria gapapa, semangat sekolah offline nyaa YAA💗💗","@txtmyeuphoria gapapa, semangat sekolah offline nyaa yaa💗💗"
@sakmashiro jangan diingetin plis besok sekolah offline😭,@sakmashiro jangan diingetin plis besok sekolah offline😭
"hai gaiss maaf banget aku jarang aktif:(
ak udh sekolah offline, dan ternyata tugasny malah nambah aja
tpi diusahain bakalan aktif kok, jangan unfol sayaa oke:(","hai gaiss maaf banget aku jarang aktif:(
ak udh sekolah offline, dan ternyata tugasny malah nambah aja
tpi diusahain bakalan aktif kok, jangan unfol sayaa oke:("
"aku mah bakal ngasih duit buat beli paketan mandiri, asal tiap hari dikasih uang saku kayak biasanya pas masih sekolah offline 😂 gabakal minta uang buat beli paketan akutuh kalau bisa ngumpulin uang sendiri hasil dari uang saku sehari-hari","aku mah bakal ngasih duit buat beli paketan mandiri, asal tiap hari dikasih uang saku kayak biasanya pas masih sekolah offline 😂 gabakal minta uang buat beli paketan akutuh kalau bisa ngumpulin uang sendiri hasil dari uang saku sehari-hari"
kalian sekolah/kuliahnya udah offline apa masih online?,kalian sekolah/kuliahnya udah offline apa masih online?
"Besok aku sekolah offline, yeahh","besok aku sekolah offline, yeahh"
@mascarboon Kalo sekolah dah banyak offline cuma ada beberapa daerah yg zona merah,@mascarboon kalo sekolah dah banyak offline cuma ada beberapa daerah yg zona merah
"@orangegurlx sama kok udh offline cuma seminggu sekolah seminggu daring, oke oke semangaaaat juga kamu 😝🖤","@orangegurlx sama kok udh offline cuma seminggu sekolah seminggu daring, oke oke semangaaaat juga kamu 😝🖤"
besok Senin gue sekolah offline 😧😧😧💪🏻💪🏻💪🏻🤸🏻‍♀️,besok senin gue sekolah offline 😧😧😧💪🏻💪🏻💪🏻🤸🏻‍♀️
"@ruanguci ganba ucii~ aku tau kok rasanya sekolah offline setelah sekian lama online, males-","@ruanguci ganba ucii~ aku tau kok rasanya sekolah offline setelah sekian lama online, males-"
BESOK GUE OFFLINE SEKOLAH MASALAH NYA LUPA YA ALLAH😭,besok gue offline sekolah masalah nya lupa ya allah😭
sekolah lo udah offline atau masih online?,sekolah lo udah offline atau masih online?
"besok aku sekolah offline 😁 tapi kayaknya besok ga ada kbm deh, cuma ada acara debat sama pemilihan osis, oh iya, doain aku ya biar kepilih jadi anggota osis 😁","besok aku sekolah offline 😁 tapi kayaknya besok ga ada kbm deh, cuma ada acara debat sama pemilihan osis, oh iya, doain aku ya biar kepilih jadi anggota osis 😁"
besok sekolah offline woo mana sesi 2 ):,besok sekolah offline woo mana sesi 2 ):
besok sy sekolah offline😁☝️,besok sy sekolah offline😁☝️
"@collegemenfess siap, ngeliatin anak"" sekolah udah pada offline sedangkan gue maish di rumah aja jjur w iri","@collegemenfess siap, ngeliatin anak"" sekolah udah pada offline sedangkan gue maish di rumah aja jjur w iri"
"gue gabisa sarapan dah, langsung mules. apalagi pas jaman jamannya sekolah offline gitu, tpi sekarang sekarang ini mah ya bisa bisa aja lah tpi skit perut dikit","gue gabisa sarapan dah, langsung mules. apalagi pas jaman jamannya sekolah offline gitu, tpi sekarang sekarang ini mah ya bisa bisa aja lah tpi skit perut dikit"
"@karinbigwin Masih sekolah offline juga pas waktu itu, jadi g on 24/7 😭😭","@karinbigwin masih sekolah offline juga pas waktu itu, jadi g on 24/7 😭😭"
"katanya murid² mau dites pcr random 15 orang buat penentuan 100% sekolah offline ... plis semoga negatif semua, aku rindu uang jajan.","katanya murid² mau dites pcr random 15 orang buat penentuan 100% sekolah offline ... plis semoga negatif semua, aku rindu uang jajan."
Maless banget besok sekolah offline 💔,maless banget besok sekolah offline 💔
@waferxzy lo dah sekolah offline blm el,@waferxzy lo dah sekolah offline blm el
@FairyAsahi_ tata udah sekolah offline belum,@fairyasahi_ tata udah sekolah offline belum
"@convomf bisa santai, rebahan sebelum sekolah offline","@convomf bisa santai, rebahan sebelum sekolah offline"
gais kalian udh bener² sekolah offline??,gais kalian udh bener² sekolah offline??
"☁️ gua mau curhat sedikit. jdi gua belakangan ini udah mulai sekolah offline, dan gua bingung krna gua mau ikut masuk tpi this anxiety bothers me. gua harus gmna? fyi org tua gua kga tau gua punya anxiety, selama ini gua cuma konsul ke halo doc","☁️ gua mau curhat sedikit. jdi gua belakangan ini udah mulai sekolah offline, dan gua bingung krna gua mau ikut masuk tpi this anxiety bothers me. gua harus gmna? fyi org tua gua kga tau gua punya anxiety, selama ini gua cuma konsul ke halo doc"
"andai dia kek dulu sebelum sekolah offline, ngejar nilai iya tapi juga ada waktu buat aku, kesannya egois? yes ikr tp gapapalah kan cuma “andai” padahal kita cuma temenan HAHAHAH lucu bgt ;DDDD","andai dia kek dulu sebelum sekolah offline, ngejar nilai iya tapi juga ada waktu buat aku, kesannya egois? yes ikr tp gapapalah kan cuma “andai” padahal kita cuma temenan hahahah lucu bgt ;dddd"
@qorygore semangat sekolah offline https://t.co/4Oz3TXOtEH,@qorygore semangat sekolah offline https://t.co/4oz3txoteh
"mau puas""in baca au mumpung lagi sekolah online, ntr klo udah offline gabakal pnya bnyk waktu buat baca au","mau puas""in baca au mumpung lagi sekolah online, ntr klo udah offline gabakal pnya bnyk waktu buat baca au"
Gara gara sekolah udh mulai offline gatau hrus up apa,gara gara sekolah udh mulai offline gatau hrus up apa
@convomfs sekolah online or offline?,@convomfs sekolah online or offline?
sekolah offline tugas malah makin kececer anj,sekolah offline tugas malah makin kececer anj
"aaa akun ini mulai ga ke uruss :(( sibuk sekolah offline akutuu, sampe rumah langsung tidurr skskksjs","aaa akun ini mulai ga ke uruss :(( sibuk sekolah offline akutuu, sampe rumah langsung tidurr skskksjs"
"SMA NJINK 😭👊😔 
*dalam konteks sekolah offline beserta masa dan kenangannya* https://t.co/L5lB3hFvNp","sma njink 😭👊😔 
*dalam konteks sekolah offline beserta masa dan kenangannya* https://t.co/l5lb3hfvnp"
"@schfess Sekolah online capek mental
Sekolah offline capek fisik

Dahla jadi rumput aja","@schfess sekolah online capek mental
sekolah offline capek fisik

dahla jadi rumput aja"
@Alleria3110 kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocil nonton tokrev dah,@alleria3110 kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocil nonton tokrev dah
"@A_ChristyJKT48 Aku lagi memikirkan sesuatu.karena di hari rabu aku ada ulangan Matematika,dan sekolah aku udah offline.jadi aku harus memikirkan strategi untuk mendapatkan jawaban dari google..hehehe
Canda canda","@a_christyjkt48 aku lagi memikirkan sesuatu.karena di hari rabu aku ada ulangan matematika,dan sekolah aku udah offline.jadi aku harus memikirkan strategi untuk mendapatkan jawaban dari google..hehehe
canda canda"
"ini semenjak gue sekolah offline perasaan seminggu cepet bgt dha, masa udah minggu lagi aja gajelas","ini semenjak gue sekolah offline perasaan seminggu cepet bgt dha, masa udah minggu lagi aja gajelas"
"gue beneran deh pengen bgt ngerjain sesuatu tanpa nyontek, kalo sekolah offline terus enak anjir gada yang nyontek","gue beneran deh pengen bgt ngerjain sesuatu tanpa nyontek, kalo sekolah offline terus enak anjir gada yang nyontek"
"Gk tau, yg penting sekolah offline https://t.co/E0MZ8gLRiW","gk tau, yg penting sekolah offline https://t.co/e0mz8glriw"
